Category,ItemName,ItemHdr,XpressfeedMnemonic,CRSP Long Name,Description/Full Compustat Name,ItemNameType
BalanceSheetQuarterly,KYGVKEY,GVKEY,,Global Company Key - Key Selection,Global Company Key - Key Selection,
BalanceSheetQuarterly,KEYSET,KEYSET,,Selected Keyset of secondary keys,Selected Keyset of secondary keys,
BalanceSheetQuarterly,FYYYYQ,QUARTER,,Fiscal year and quarter of quarterly or YTD reporting,Fiscal year and quarter of quarterly or YTD reporting,
BalanceSheetQuarterly,FYRQ,FYRQ,,Fiscal Year-end Month,FYR: Fiscal Year-end Month (Refer to your Compustat documentation for item definitions),
BalanceSheetQuarterly,LPERMNO,LPERMNO,Link,Permno,PERMNO from link; 0 is used for a missing or not applicable link,LD
BalanceSheetQuarterly,LPERMCO,LPERMCO,Link,Permco,PERMCO from link; 0 is used for a missing or not applicable link,LD
BalanceSheetQuarterly,LINKRANGETYPECD,LINKRANGETYPECD,Link,Link Range Type Code,Not in Compustat documentation,LD
BalanceSheetQuarterly,ACCOQ,ACCOQ,ACCOQ,Acceptances Outstanding,ACCOQ: Acceptances Outstanding (Refer to your Compustat documentation for item definitions),AM
BalanceSheetQuarterly,ACCOQ_DC,ACCOQ_DC,ACCOQ_DC,Acceptances Outstanding DC,ACCOQ_DC: Acceptances Outstanding Data Code (Refer to your Compustat documentation for item definitions),AM
BalanceSheetQuarterly,ACOMINCQ,ACOMINCQ,ACOMINCQ,Accumulated Other Comprehensive Income (Loss),ACOMINCQ: Accumulated Other Comprehensive Income (Loss) (Refer to your Compustat documentation for item definitions),AM
BalanceSheetQuarterly,ACOMINCQ_DC,ACOMINCQ_DC,ACOMINCQ_DC,Accumulated Other Comprehensive Income (Loss) DC,ACOMINCQ_DC: Accumulated Other Comprehensive Income (Loss) Data Code (Refer to your Compustat documentation for item definitions),AM
BalanceSheetQuarterly,ACOQ,ACOQ,ACOQ,Current Assets - Other - Total,ACOQ: Current Assets - Other - Total (Refer to your Compustat documentation for item definitions),AM
BalanceSheetQuarterly,ACOQ_DC,ACOQ_DC,ACOQ_DC,Current Assets - Other - Total DC,ACOQ_DC: Current Assets - Other - Total - Quarterly - Data Code (Refer to your Compustat documentation for item definitions),AM
BalanceSheetQuarterly,ACTQ,ACTQ,ACTQ,Current Assets - Total,ACTQ: Current Assets - Total (Refer to your Compustat documentation for item definitions),AM
BalanceSheetQuarterly,ALTOQ,ALTOQ,ALTOQ,Other Long-term Assets,ALTOQ: Other Long-term Assets (Refer to your Compustat documentation for item definitions),AM
BalanceSheetQuarterly,ANCQ,ANCQ,ANCQ,Non-Current Assets - Total,ANCQ: Non-Current Assets - Total (Refer to your Compustat documentation for item definitions),AM
BalanceSheetQuarterly,ANOQ,ANOQ,ANOQ,Assets Netting & Other Adj,ANOQ: Assets Netting & Other Adjustments (Refer to your Compustat documentation for item definitions),AM
BalanceSheetQuarterly,ANOQ_DC,ANOQ_DC,ANOQ_DC,Assets Netting & Other Adj DC,ANOQ_DC: Assets Netting & Other Adjustments Data Code (Refer to your Compustat documentation for item definitions),AM
BalanceSheetQuarterly,AOCIDERGLQ,AOCIDERGLQ,AOCIDERGLQ,Accum Other Comp Inc - Derivatives Unrealized Gain/Loss,AOCIDERGLQ: Accum Other Comp Inc - Derivatives Unrealized Gain/Loss (Refer to your Compustat documentation for item definitions),AM
BalanceSheetQuarterly,AOCIDERGLQ_DC,AOCIDERGLQ_DC,AOCIDERGLQ_DC,Accum Other Comp Inc - Derivatives Unrealized Gain/Loss DC,AOCIDERGLQ_DC: Accum Other Comp Inc - Derivatives Unrealized Gain/Loss Data Code (Refer to your Compustat documentation for item definitions),AM
BalanceSheetQuarterly,AOCIDERGLQ_FN,AOCIDERGLQ_FN,AOCIDERGLQ_FN,Accum Other Comp Inc - Derivatives Unrealized Gain/Loss FN,AOCIDERGLQ_FN: Accum Other Comp Inc - Derivatives Unrealized Gain/Loss Footnote (Refer to your Compustat documentation for item definitions),AM
BalanceSheetQuarterly,AOCIOTHERQ,AOCIOTHERQ,AOCIOTHERQ,Accum Other Comp Inc - Other Adj,AOCIOTHERQ: Accum Other Comp Inc - Other Adjustments (Refer to your Compustat documentation for item definitions),AM
BalanceSheetQuarterly,AOCIPENQ,AOCIPENQ,AOCIPENQ,Accum Other Comp Inc - Min Pension Liab Adj,AOCIPENQ: Accum Other Comp Inc - Min Pension Liab Adj (Refer to your Compustat documentation for item definitions),AM
BalanceSheetQuarterly,AOCIPENQ_DC,AOCIPENQ_DC,AOCIPENQ_DC,Accum Other Comp Inc - Min Pension Liab Adj DC,AOCIPENQ_DC: Accum Other Comp Inc - Min Pension Liab Adj Data Code (Refer to your Compustat documentation for item definitions),AM
BalanceSheetQuarterly,AOCIPENQ_FN,AOCIPENQ_FN,AOCIPENQ_FN,Accum Other Comp Inc - Min Pension Liab Adj FN,AOCIPENQ_FN: Accum Other Comp Inc - Min Pension Liab Adj Footnote (Refer to your Compustat documentation for item definitions),AM
BalanceSheetQuarterly,AOCISECGLQ,AOCISECGLQ,AOCISECGLQ,Accum Other Comp Inc - Unreal G/L Ret Int in Sec Assets,AOCISECGLQ: Accum Other Comp Inc - Unreal G/L Ret Int in Sec Assets (Refer to your Compustat documentation for item definitions),AM
BalanceSheetQuarterly,AOCISECGLQ_DC,AOCISECGLQ_DC,AOCISECGLQ_DC,Accum Other Comp Inc - Unreal G/L Ret Int in Sec Assets DC,AOCISECGLQ_DC: Accum Other Comp Inc - Unreal G/L Ret Int in Sec Assets Data Code (Refer to your Compustat documentation for item definitions),AM
BalanceSheetQuarterly,AOL2Q,AOL2Q,AOL2Q,Assets Level2 (Observable),AOL2Q: Assets Level2 (Observable) (Refer to your Compustat documentation for item definitions),AM
BalanceSheetQuarterly,AOL2Q_DC,AOL2Q_DC,AOL2Q_DC,Assets Level2 (Observable) DC,AOL2Q_DC: Assets Level2 (Observable) Data Code (Refer to your Compustat documentation for item definitions),AM
BalanceSheetQuarterly,AOQ,AOQ,AOQ,Assets - Other - Total,AOQ: Assets - Other - Total (Refer to your Compustat documentation for item definitions),AM
BalanceSheetQuarterly,AOQ_DC,AOQ_DC,AOQ_DC,Assets - Other - Total DC,AOQ_DC: Assets - Other - Quarterly - Data Code (Refer to your Compustat documentation for item definitions),AM
BalanceSheetQuarterly,APQ,APQ,APQ,Account Payable/Creditors - Trade,APQ: Account Payable/Creditors - Trade (Refer to your Compustat documentation for item definitions),AM
BalanceSheetQuarterly,APQ_DC,APQ_DC,APQ_DC,Account Payable/Creditors - Trade DC,APQ_DC: Account Payable/Creditors - Trade Data Code (Refer to your Compustat documentation for item definitions),AM
BalanceSheetQuarterly,APQ_FN1,APQ_FN1,APQ_FN1,Account Payable/Creditors - Trade FN,APQ_FN1: Account Payable/Creditors - Trade Footnote (Refer to your Compustat documentation for item definitions),AM
BalanceSheetQuarterly,AQPL1Q,AQPL1Q,AQPL1Q,Assets Level1 (Quoted Prices),AQPL1Q: Assets Level1 (Quoted Prices) (Refer to your Compustat documentation for item definitions),AM
BalanceSheetQuarterly,AQPL1Q_DC,AQPL1Q_DC,AQPL1Q_DC,Assets Level1 (Quoted Prices) DC,AQPL1Q_DC: Assets Level1 (Quoted Prices) Data Code (Refer to your Compustat documentation for item definitions),AM
BalanceSheetQuarterly,ATQ,ATQ,ATQ,Assets - Total,ATQ: Assets - Total (Refer to your Compustat documentation for item definitions),AM
BalanceSheetQuarterly,ATQ_DC,ATQ_DC,ATQ_DC,Assets - Total DC,ATQ_DC: Assets - Total - Quarterly - Data Code (Refer to your Compustat documentation for item definitions),AM
BalanceSheetQuarterly,ATQ_FN1,ATQ_FN1,ATQ_FN1,Assets - Total FN,ATQ_FN1: Assets - Total Footnote (Refer to your Compustat documentation for item definitions),AM
BalanceSheetQuarterly,AUL3Q,AUL3Q,AUL3Q,Assets Level3 (Unobservable),AUL3Q: Assets Level3 (Unobservable) (Refer to your Compustat documentation for item definitions),AM
BalanceSheetQuarterly,AUL3Q_DC,AUL3Q_DC,AUL3Q_DC,Assets Level3 (Unobservable) DC,AUL3Q_DC: Assets Level3 (Unobservable) Data Code (Refer to your Compustat documentation for item definitions),AM
BalanceSheetQuarterly,BILLEXCEQ,BILLEXCEQ,BILLEXCEQ,Billings in Excess of Cost & Earnings,BILLEXCEQ: Billings in Excess of Cost & Earnings (Refer to your Compustat documentation for item definitions),AM
BalanceSheetQuarterly,CAPR1Q,CAPR1Q,CAPR1Q,Risk-Adj Capital Ratio - Tier 1,CAPR1Q: Risk-Adjusted Capital Ratio - Tier 1 (Refer to your Compustat documentation for item definitions),AM
BalanceSheetQuarterly,CAPR1Q_DC,CAPR1Q_DC,CAPR1Q_DC,Risk-Adj Capital Ratio - Tier 1 DC,CAPR1Q_DC: Risk-Adjusted Capital Ratio - Tier 1 Data Code (Refer to your Compustat documentation for item definitions),AM
BalanceSheetQuarterly,CAPR1Q_FN1,CAPR1Q_FN1,CAPR1Q_FN1,Risk-Adj Capital Ratio - Tier 1 FN,CAPR1Q_FN1: Risk-Adjusted Capital Ratio - Tier 1 Footnote (Refer to your Compustat documentation for item definitions),AM
BalanceSheetQuarterly,CAPR2Q,CAPR2Q,CAPR2Q,Risk-Adj Capital Ratio - Tier 2,CAPR2Q: Risk-Adjusted Capital Ratio - Tier 2 (Refer to your Compustat documentation for item definitions),AM
BalanceSheetQuarterly,CAPR3Q,CAPR3Q,CAPR3Q,Risk-Adj Capital Ratio - Combined,CAPR3Q: Risk-Adjusted Capital Ratio - Combined (Refer to your Compustat documentation for item definitions),AM
BalanceSheetQuarterly,CAPR3Q_DC,CAPR3Q_DC,CAPR3Q_DC,Risk-Adj Capital Ratio - Combined DC,CAPR3Q_DC: Risk-Adjusted Capital Ratio - Combined Data Code (Refer to your Compustat documentation for item definitions),AM
BalanceSheetQuarterly,CAPR3Q_FN1,CAPR3Q_FN1,CAPR3Q_FN1,Risk-Adj Capital Ratio - Combined FN,CAPR3Q_FN1: Risk-Adjusted Capital Ratio - Combined Footnote (Refer to your Compustat documentation for item definitions),AM
BalanceSheetQuarterly,CAPRTQ_FN,CAPRTQ_FN,CAPRTQ_FN,Risk-Adj Capital Ratio - Total - Qtrly FN,CAPRTQ_FN: Risk-Adjusted Capital Ratio - Total - Quarterly Footnote (Refer to your Compustat documentation for item definitions),AM
BalanceSheetQuarterly,CAPSFTQ,CAPSFTQ,CAPSFTQ,Capitalized Software,CAPSFTQ: Capitalized Software (Refer to your Compustat documentation for item definitions),AM
BalanceSheetQuarterly,CAPSFTQ_DC,CAPSFTQ_DC,CAPSFTQ_DC,Capitalized Software DC,CAPSFTQ_DC: Capitalized Software Data Code (Refer to your Compustat documentation for item definitions),AM
BalanceSheetQuarterly,CAPSQ,CAPSQ,CAPSQ,Capital Surplus/Share Premium Reserve,CAPSQ: Capital Surplus/Share Premium Reserve (Refer to your Compustat documentation for item definitions),AM
BalanceSheetQuarterly,CAPSQ_DC,CAPSQ_DC,CAPSQ_DC,Capital Surplus/Share Premium Reserve DC,CAPSQ_DC: Capital Surplus/Share Premium Reserve - Quarterly - Data Code (Refer to your Compustat documentation for item definitions),AM
BalanceSheetQuarterly,CAPSQ_FN1,CAPSQ_FN1,CAPSQ_FN1,Capital Surplus/Share Premium Reserve FN,CAPSQ_FN1: Capital Surplus/Share Premium Reserve - Quarterly - Footnote (Refer to your Compustat documentation for item definitions),AM
BalanceSheetQuarterly,CAQ,CAQ,CAQ,Customers' Acceptance,CAQ: Customers' Acceptance (Refer to your Compustat documentation for item definitions),AM
BalanceSheetQuarterly,CAQ_DC,CAQ_DC,CAQ_DC,Customers' Acceptance DC,CAQ_DC: Customers' Acceptance Data Code (Refer to your Compustat documentation for item definitions),AM
BalanceSheetQuarterly,CEIEXBILLQ,CEIEXBILLQ,CEIEXBILLQ,Cost & Earnings in Excess of Billings,CEIEXBILLQ: Cost & Earnings in Excess of Billings (Refer to your Compustat documentation for item definitions),AM
BalanceSheetQuarterly,CEIEXBILLQ_FN,CEIEXBILLQ_FN,CEIEXBILLQ_FN,Cost & Earnings in Excess of Billings FN,CEIEXBILLQ_FN: Cost & Earnings in Excess of Billings Footnote (Refer to your Compustat Documentation),AM
BalanceSheetQuarterly,CEQQ,CEQQ,CEQQ,Common/Ordinary Equity - Total,CEQQ: Common/Ordinary Equity - Total (Refer to your Compustat documentation for item definitions),AM
BalanceSheetQuarterly,CEQQ_DC,CEQQ_DC,CEQQ_DC,Common/Ordinary Equity - Total DC,CEQQ_DC: Common/Ordinary Equity - Total Data Code (Refer to your Compustat documentation for item definitions),AM
BalanceSheetQuarterly,CHEQ,CHEQ,CHEQ,Cash & Short-Term Investments,CHEQ: Cash and Short-Term Investments (Refer to your Compustat documentation for item definitions),AM
BalanceSheetQuarterly,CHEQ_DC,CHEQ_DC,CHEQ_DC,Cash & Short-Term Investments DC,CHEQ_DC: Cash and Short-Term Investments Data Code (Refer to your Compustat documentation for item definitions),AM
BalanceSheetQuarterly,CHQ,CHQ,CHQ,Cash,CHQ: Cash (Refer to your Compustat documentation for item definitions),AM
BalanceSheetQuarterly,CHQ_DC,CHQ_DC,CHQ_DC,Cash DC,CHQ_DC: Cash Data Code (Refer to your Compustat documentation for item definitions),AM
BalanceSheetQuarterly,CSHIQ,CSHIQ,CSHIQ,Common Shares Issued,CSHIQ: Common Shares Issued (Refer to your Compustat documentation for item definitions),AM
BalanceSheetQuarterly,CSHIQ_DC,CSHIQ_DC,CSHIQ_DC,Common Shares Issued DC,CSHIQ_DC: Common Shares Issued Data Code (Refer to your Compustat documentation for item definitions),AM
BalanceSheetQuarterly,CSHOPQ,CSHOPQ,CSHOPQ,Total Shares Repurchased,CSHOPQ: Total Shares Repurchased (Refer to your Compustat documentation for item definitions),AM
BalanceSheetQuarterly,CSHOPQ_DC,CSHOPQ_DC,CSHOPQ_DC,Total Shares Repurchased DC,CSHOPQ_DC: Total Shares Repurchased Data Code (Refer to your Compustat documentation for item definitions),AM
BalanceSheetQuarterly,CSHOQ,CSHOQ,CSHOQ,Common Shares Outstanding,CSHOQ: Common Shares Outstanding (Refer to your Compustat documentation for item definitions),AM
BalanceSheetQuarterly,CSHOQ_DC,CSHOQ_DC,CSHOQ_DC,Common Shares Outstanding DC,CSHOQ_DC: Common Shares Outstanding Data Code (Refer to your Compustat documentation for item definitions),AM
BalanceSheetQuarterly,CSHOQ_FN,CSHOQ_FN,CSHOQ_FN,Common Shares Outstanding FN,CSHOQ_FN: Common Shares Outstanding Footnote (Refer to your Compustat documentation for item definitions),AM
BalanceSheetQuarterly,CSTKQ,CSTKQ,CSTKQ,Common/Ordinary Stock (Capital),CSTKQ: Common/Ordinary Stock (Capital) (Refer to your Compustat documentation for item definitions),AM
BalanceSheetQuarterly,CSTKQ_DC,CSTKQ_DC,CSTKQ_DC,Common/Ordinary Stock (Capital) DC,CSTKQ_DC: Common/Ordinary Stock (Capital) Data Code (Refer to your Compustat documentation for item definitions),AM
BalanceSheetQuarterly,CSTKQ_FN1,CSTKQ_FN1,CSTKQ_FN1,Common/Ordinary Stock (Capital) FN,CSTKQ_FN1: Common/Ordinary Stock (Capital) Footnote (Refer to your Compustat documentation for item definitions),AM
BalanceSheetQuarterly,DCOMQ,DCOMQ,DCOMQ,Deferred Compensation,DCOMQ: Deferred Compensation (Refer to your Compustat documentation for item definitions),AM
BalanceSheetQuarterly,DCOMQ_DC,DCOMQ_DC,DCOMQ_DC,Deferred Compensation DC,DCOMQ_DC: Deferred Compensation Data Code (Refer to your Compustat documentation for item definitions),AM
BalanceSheetQuarterly,DERACQ,DERACQ,DERACQ,Derivative Assets - Current,DERACQ: Derivative Assets - Current (Refer to your Compustat documentation for item definitions),AM
BalanceSheetQuarterly,DERACQ_DC,DERACQ_DC,DERACQ_DC,Derivative Assets - Current DC,DERACQ_DC: Derivative Assets - Current Data Code (Refer to your Compustat documentation for item definitions),AM
BalanceSheetQuarterly,DERALTQ,DERALTQ,DERALTQ,Derivative Assets Long-Term,DERALTQ: Derivative Assets Long-Term (Refer to your Compustat documentation for item definitions),AM
BalanceSheetQuarterly,DERALTQ_DC,DERALTQ_DC,DERALTQ_DC,Derivative Assets Long-Term DC,DERALTQ_DC: Derivative Assets Long-Term Data Code (Refer to your Compustat documentation for item definitions),AM
BalanceSheetQuarterly,DERLCQ,DERLCQ,DERLCQ,Derivative Liabilities- Current,DERLCQ: Derivative Liabilities- Current (Refer to your Compustat documentation for item definitions),AM
BalanceSheetQuarterly,DERLCQ_DC,DERLCQ_DC,DERLCQ_DC,Derivative Liabilities- Current DC,DERLCQ_DC: Derivative Liabilities- Current Data Code (Refer to your Compustat documentation for item definitions),AM
BalanceSheetQuarterly,DERLLTQ,DERLLTQ,DERLLTQ,Derivative Liabilities Long-Term,DERLLTQ: Derivative Liabilities Long-Term (Refer to your Compustat documentation for item definitions),AM
BalanceSheetQuarterly,DERLLTQ_DC,DERLLTQ_DC,DERLLTQ_DC,Derivative Liabilities Long-Term DC,DERLLTQ_DC: Derivative Liabilities Long-Term Data Code (Refer to your Compustat documentation for item definitions),AM
BalanceSheetQuarterly,DLCQ,DLCQ,DLCQ,Debt in Current Liabilities,DLCQ: Debt in Current Liabilities (Refer to your Compustat documentation for item definitions),AM
BalanceSheetQuarterly,DLCQ_DC,DLCQ_DC,DLCQ_DC,Debt in Current Liabilities DC,DLCQ_DC: Debt in Current Liabilities Data Code (Refer to your Compustat documentation for item definitions),AM
BalanceSheetQuarterly,DLCQ_FN1,DLCQ_FN1,DLCQ_FN1,Debt in Current Liabilities FN,DLCQ_FN1: Debt in Current Liabilities Footnote (Refer to your Compustat documentation for item definitions),AM
BalanceSheetQuarterly,DLTTQ,DLTTQ,DLTTQ,Long-Term Debt - Total,DLTTQ: Long-Term Debt - Total (Refer to your Compustat documentation for item definitions),AM
BalanceSheetQuarterly,DLTTQ_DC,DLTTQ_DC,DLTTQ_DC,Long-Term Debt - Total DC,DLTTQ_DC: Long-Term Debt - Total Data Code (Refer to your Compustat documentation for item definitions),AM
BalanceSheetQuarterly,DLTTQ_FN1,DLTTQ_FN1,DLTTQ_FN1,Long-Term Debt - Total FN,DLTTQ_FN1: Long-Term Debt - Total Footnote (Refer to your Compustat documentation for item definitions),AM
BalanceSheetQuarterly,DPACREQ,DPACREQ,DPACREQ,Accumulated Depreciation of RE Property,DPACREQ: Accumulated Depreciation of RE Property (Refer to your Compustat documentation for item definitions),AM
BalanceSheetQuarterly,DPACTQ,DPACTQ,DPACTQ,"Depreciation, Depletion & Amortization (Accumulated)","DPACTQ: Depreciation, Depletion and Amortization (Accumulated) (Refer to your Compustat documentation for item definitions)",AM
BalanceSheetQuarterly,DPACTQ_DC,DPACTQ_DC,DPACTQ_DC,"Depreciation, Depletion & Amortization (Accumulated) DC","DPACTQ_DC: Depreciation, Depletion and Amortization (Accumulated) Data Code (Refer to your Compustat documentation for item definitions)",AM
BalanceSheetQuarterly,DPACTQ_FN1,DPACTQ_FN1,DPACTQ_FN1,"Depreciation, Depletion & Amortization (Accumulated) FN","DPACTQ_FN1: Depreciation, Depletion and Amortization (Accumulated) Footnote (Refer to your Compustat documentation for item definitions)",AM
BalanceSheetQuarterly,DPTCQ,DPTCQ,DPTCQ,Deposits - Total - Customer,DPTCQ: Deposits - Total - Customer (Refer to your Compustat documentation for item definitions),AM
BalanceSheetQuarterly,DPTCQ_DC,DPTCQ_DC,DPTCQ_DC,Deposits - Total - Customer DC,DPTCQ_DC: Deposits - Total - Customer Data Code (Refer to your Compustat documentation for item definitions),AM
BalanceSheetQuarterly,DRCQ,DRCQ,DRCQ,Deferred Revenue - Current,DRCQ: Deferred Revenue - Current (Refer to your Compustat documentation for item definitions),AM
BalanceSheetQuarterly,DRCQ_DC,DRCQ_DC,DRCQ_DC,Deferred Revenue - Current DC,DRCQ_DC: Deferred Revenue - Current Data Code (Refer to your Compustat documentation for item definitions),AM
BalanceSheetQuarterly,DRLTQ,DRLTQ,DRLTQ,Deferred Revenue - Long-term,DRLTQ: Deferred Revenue - Long-term (Refer to your Compustat documentation for item definitions),AM
BalanceSheetQuarterly,DRLTQ_DC,DRLTQ_DC,DRLTQ_DC,Deferred Revenue - Long-term DC,DRLTQ_DC: Deferred Revenue - Long-term Data Code (Refer to your Compustat documentation for item definitions),AM
BalanceSheetQuarterly,ESOPCTQ,ESOPCTQ,ESOPCTQ,ESOP Obligation (Common) - Total,ESOPCTQ: ESOP Obligation (Common) - Total (Refer to your Compustat documentation for item definitions),AM
BalanceSheetQuarterly,ESOPCTQ_DC,ESOPCTQ_DC,ESOPCTQ_DC,ESOP Obligation (Common) - Total DC,ESOPCTQ_DC: ESOP Obligation (Common) - Total Data Code (Refer to your Compustat documentation for item definitions),AM
BalanceSheetQuarterly,ESOPNRQ,ESOPNRQ,ESOPNRQ,Preferred ESOP Obligation - Non-Redeemable,ESOPNRQ: Preferred ESOP Obligation - Non-Redeemable (Refer to your Compustat documentation for item definitions),AM
BalanceSheetQuarterly,ESOPRQ,ESOPRQ,ESOPRQ,Preferred ESOP Obligation - Redeemable,ESOPRQ: Preferred ESOP Obligation - Redeemable (Refer to your Compustat documentation for item definitions),AM
BalanceSheetQuarterly,ESOPTQ,ESOPTQ,ESOPTQ,Preferred ESOP Obligation - Total,ESOPTQ: Preferred ESOP Obligation - Total (Refer to your Compustat documentation for item definitions),AM
BalanceSheetQuarterly,ESOPTQ_FN,ESOPTQ_FN,ESOPTQ_FN,Preferred ESOP Obligation - Total - FN,ESOPTQ_FN: Preferred ESOP Obligation - Total - Footnote (Refer to your Compustat documentation for item definitions),AM
BalanceSheetQuarterly,FINACOQ,FINACOQ,FINACOQ,"Finance Division Other Current Assets, Total","FINACOQ: Finance Division Other Current Assets, Total (Refer to your Compustat documentation for item definitions)",AM
BalanceSheetQuarterly,FINACOQ_DC,FINACOQ_DC,FINACOQ_DC,"Finance Division Other Current Assets, Total DC","FINACOQ_DC: Finance Division Other Current Assets, Total Data Code (Refer to your Compustat documentation for item definitions)",AM
BalanceSheetQuarterly,FINAOQ,FINAOQ,FINAOQ,"Finance Division Other Long-Term Assets, Total","FINAOQ: Finance Division Other Long-Term Assets, Total (Refer to your Compustat documentation for item definitions)",AM
BalanceSheetQuarterly,FINAOQ_DC,FINAOQ_DC,FINAOQ_DC,"Finance Division Other Long-Term Assets, Total DC","FINAOQ_DC: Finance Division Other Long-Term Assets, Total Data Code (Refer to your Compustat documentation for item definitions)",AM
BalanceSheetQuarterly,FINCHQ,FINCHQ,FINCHQ,Finance Division - Cash,FINCHQ: Finance Division - Cash (Refer to your Compustat documentation for item definitions),AM
BalanceSheetQuarterly,FINCHQ_DC,FINCHQ_DC,FINCHQ_DC,Finance Division - Cash DC,FINCHQ_DC: Finance Division - Cash Data Code (Refer to your Compustat documentation for item definitions),AM
BalanceSheetQuarterly,FINDLCQ,FINDLCQ,FINDLCQ,Finance Division Long-Term Debt Current,FINDLCQ: Finance Division Long-Term Debt Current (Refer to your Compustat documentation for item definitions),AM
BalanceSheetQuarterly,FINDLCQ_DC,FINDLCQ_DC,FINDLCQ_DC,Finance Division Long-Term Debt Current DC,FINDLCQ_DC: Finance Division Long-Term Debt Current Data Code (Refer to your Compustat documentation for item definitions),AM
BalanceSheetQuarterly,FINDLTQ,FINDLTQ,FINDLTQ,Finance Division Debt Long-Term,FINDLTQ: Finance Division Debt Long-Term (Refer to your Compustat documentation for item definitions),AM
BalanceSheetQuarterly,FINDLTQ_DC,FINDLTQ_DC,FINDLTQ_DC,Finance Division Debt Long-Term DC,FINDLTQ_DC: Finance Division Debt Long-Term Data Code (Refer to your Compustat documentation for item definitions),AM
BalanceSheetQuarterly,FINDLTQ_FN,FINDLTQ_FN,FINDLTQ_FN,Finance Division Debt Long-Term FN,FINDLTQ_FN: Finance Division Debt Long-Term Footnote (Refer to your Compustat Documentation),AM
BalanceSheetQuarterly,FINIVSTQ,FINIVSTQ,FINIVSTQ,Finance Division Short-Term Investments,FINIVSTQ: Finance Division Short-Term Investments (Refer to your Compustat documentation for item definitions),AM
BalanceSheetQuarterly,FINIVSTQ_DC,FINIVSTQ_DC,FINIVSTQ_DC,Finance Division Short-Term Investments DC,FINIVSTQ_DC: Finance Division Short-Term Investments Data Code (Refer to your Compustat documentation for item definitions),AM
BalanceSheetQuarterly,FINLCOQ,FINLCOQ,FINLCOQ,"Finance Division Other Current Liabilities, Total","FINLCOQ: Finance Division Other Current Liabilities, Total (Refer to your Compustat documentation for item definitions)",AM
BalanceSheetQuarterly,FINLCOQ_DC,FINLCOQ_DC,FINLCOQ_DC,"Finance Division Other Current Liabilities, Total DC","FINLCOQ_DC: Finance Division Other Current Liabilities, Total Data Code (Refer to your Compustat documentation for item definitions)",AM
BalanceSheetQuarterly,FINLTOQ,FINLTOQ,FINLTOQ,"Finance Division Other Long Term Liabilities, Total","FINLTOQ: Finance Division Other Long Term Liabilities, Total (Refer to your Compustat documentation for item definitions)",AM
BalanceSheetQuarterly,FINLTOQ_DC,FINLTOQ_DC,FINLTOQ_DC,"Finance Division Other Long Term Liabilities, Total DC","FINLTOQ_DC: Finance Division Other Long Term Liabilities, Total Data Code (Refer to your Compustat documentation for item definitions)",AM
BalanceSheetQuarterly,FINNPQ,FINNPQ,FINNPQ,Finance Division Notes Payable,FINNPQ: Finance Division Notes Payable (Refer to your Compustat documentation for item definitions),AM
BalanceSheetQuarterly,FINNPQ_DC,FINNPQ_DC,FINNPQ_DC,Finance Division Notes Payable DC,FINNPQ_DC: Finance Division Notes Payable Data Code (Refer to your Compustat documentation for item definitions),AM
BalanceSheetQuarterly,FINRECCQ,FINRECCQ,FINRECCQ,Finance Division Current Receivables,FINRECCQ: Finance Division Current Receivables (Refer to your Compustat documentation for item definitions),AM
BalanceSheetQuarterly,FINRECCQ_DC,FINRECCQ_DC,FINRECCQ_DC,Finance Division Current Receivables DC,FINRECCQ_DC: Finance Division Current Receivables Data Code (Refer to your Compustat documentation for item definitions),AM
BalanceSheetQuarterly,FINRECLTQ,FINRECLTQ,FINRECLTQ,Finance Division Long-Term Receivables,FINRECLTQ: Finance Division Long-Term Receivables (Refer to your Compustat documentation for item definitions),AM
BalanceSheetQuarterly,FINRECLTQ_DC,FINRECLTQ_DC,FINRECLTQ_DC,Finance Division Long-Term Receivables DC,FINRECLTQ_DC: Finance Division Long-Term Receivables Data Code (Refer to your Compustat documentation for item definitions),AM
BalanceSheetQuarterly,GDWLQ,GDWLQ,GDWLQ,Goodwill (net),GDWLQ: Goodwill (net) (Refer to your Compustat documentation for item definitions),AM
BalanceSheetQuarterly,GDWLQ_DC,GDWLQ_DC,GDWLQ_DC,Goodwill (net) DC,GDWLQ_DC: Goodwill (net) Data Code (Refer to your Compustat documentation for item definitions),AM
BalanceSheetQuarterly,ICAPTQ,ICAPTQ,ICAPTQ,Invested Capital Total Qtrly,ICAPTQ: Invested Capital Total Quarterly (Refer to your Compustat documentation for item definitions),AM
BalanceSheetQuarterly,ICAPTQ_DC,ICAPTQ_DC,ICAPTQ_DC,Invested Capital - Total - Qtrly DC,ICAPTQ_DC: Invested Capital - Total - Quarterly Data Code (Refer to your Compustat documentation for item definitions),AM
BalanceSheetQuarterly,ICAPTQ_FN,ICAPTQ_FN,ICAPTQ_FN,Invested Capital - Total - Qtrly FN,ICAPTQ_FN: Invested Capital - Total - Quarterly Footnote (Refer to your Compustat documentation for item definitions),AM
BalanceSheetQuarterly,INTACCQ,INTACCQ,INTACCQ,Interest Accrued,INTACCQ: Interest Accrued (Refer to your Compustat documentation for item definitions),AM
BalanceSheetQuarterly,INTACCQ_DC,INTACCQ_DC,INTACCQ_DC,Interest Accrued DC,INTACCQ_DC: Interest Accrued Data Code (Refer to your Compustat documentation for item definitions),AM
