Category,ItemName,ItemHdr,XpressfeedMnemonic,CRSP Long Name,Description/Full Compustat Name,ItemNameType
IncomeStatementQuarterly,UEPSFI12_DC,UEPSFI12_DC,UEPSFI12_DC,EPS (Diluted) Incl Extraord Items & Discontinued Operations - 12 Mon,UEPSFI12_DC: EPS (Diluted) including Extraordinary Items and Discontinued Operations - 12 Months Moving Data Code (Refer to your Compustat documentation for item definitions),AM
IncomeStatementQuarterly,UEPSFX12,UEPSFX12,UEPSFX12,EPS (Diluted) Excl Extraord Items - 12-Mth-Mov,UEPSFX12: EPS (Diluted) excluding Extraordinary Items - 12 Months Moving (Refer to your Compustat documentation for item definitions),AM
IncomeStatementQuarterly,UEPSFX12_DC,UEPSFX12_DC,UEPSFX12_DC,EPS (Diluted) Excl Extraord Items - 12-Mth-Mov DC,UEPSFX12_DC: EPS (Diluted) excluding Extraordinary Items - 12 Months Moving Data Code (Refer to your Compustat documentation for item definitions),AM
IncomeStatementQuarterly,UEPSPI12,UEPSPI12,UEPSPI12,EPS (Basic) Incl Extraord Items - 12-Mth-Mov,UEPSPI12: EPS (Basic) including Extraordinary Items - 12 Months Moving (Refer to your Compustat documentation for item definitions),AM
IncomeStatementQuarterly,UEPSPX12,UEPSPX12,UEPSPX12,EPS (Basic) Excl Extraord Items & Discontinued Operations - 12 Month,UEPSPX12: EPS (Basic) excluding Extraordinary Items and Discontinued Operations - 12 Months Moving (Refer to your Compustat documentation for item definitions),AM
IncomeStatementQuarterly,UEPSPX12_FN,UEPSPX12_FN,UEPSPX12_FN,EPS (Basic) Excl Extraord Items & Discontinued Operations - 12 Month,UEPSPX12_FN: EPS (Basic) excluding Extraordinary Items and Discontinued Operations - 12 Months Moving Footnote (Refer to your Compustat documentation for item definitions),AM
IncomeStatementQuarterly,UESUB12,UESUB12,UESUB12,Equity in Earnings of Unconsolidated Subsidiaries - 12-Mth-Mov,UESUB12: Equity in Earnings of Unconsolidated Subsidiaries - 12 Month Moving (Refer to your Compustat documentation for item definitions),AM
IncomeStatementQuarterly,UESUB12_DC,UESUB12_DC,UESUB12_DC,Equity in Earnings of Unconsolidated Subsidiaries - 12-Mth-Mov DC,UESUB12_DC: Equity in Earnings of Unconsolidated Subsidiaries - 12 Month Moving Data Code (Refer to your Compustat documentation for item definitions),AM
IncomeStatementQuarterly,UGI12,UGI12,UGI12,Gross Income (Income Before Interest Charges) - 12-Mth-Mov,UGI12: Gross Income (Income Before Interest Charges) - 12-Months Moving (Refer to your Compustat documentation for item definitions),AM
IncomeStatementQuarterly,UGIQ,UGIQ,UGIQ,Gross Income (Income Before Interest Charges),UGIQ: Gross Income (Income Before Interest Charges) (Refer to your Compustat documentation for item definitions),AM
IncomeStatementQuarterly,UGIQ_DC,UGIQ_DC,UGIQ_DC,Gross Income (Income Before Interest Charges) DC,UGIQ_DC: Gross Income (Income Before Interest Charges) Data Code (Refer to your Compustat documentation for item definitions),AM
IncomeStatementQuarterly,UIBCOM12,UIBCOM12,UIBCOM12,Available for Common before Adj for Com Stk Equiv - 12 Months,UIBCOM12: Available for Common before Adjustments for Common Stock Equivalents - 12 Months Moving (Refer to your Compustat documentation for item definitions),AM
IncomeStatementQuarterly,UITCI12,UITCI12,UITCI12,Investment Tax Credit - Net (Income Account) - 12-Mth-Mov,UITCI12: Investment Tax Credit - Net (Income Account) - 12-Months Moving (Refer to your Compustat documentation for item definitions),AM
IncomeStatementQuarterly,UITCI12_DC,UITCI12_DC,UITCI12_DC,Investment Tax Credit - Net (Income Account) - 12-Mth-Mov DC,UITCI12_DC: Investment Tax Credit - Net (Income Account) - 12-Months Moving Data Code (Refer to your Compustat documentation for item definitions),AM
IncomeStatementQuarterly,UITCIQ,UITCIQ,UITCIQ,Investment Tax Credit - Net (Income Account) Utility,UITCIQ: Investment Tax Credit - Net (Income Account) Utility (Refer to your Compustat documentation for item definitions),AM
IncomeStatementQuarterly,UITCIQ_DC,UITCIQ_DC,UITCIQ_DC,Investment Tax Credit - Net (Income Account) Utility DC,UITCIQ_DC: Investment Tax Credit - Net (Income Account) Utility Data Code (Refer to your Compustat documentation for item definitions),AM
IncomeStatementQuarterly,UMII12,UMII12,UMII12,Noncontrolling Interest (Income Account) - 12-Mth-Mov,UMII12: Noncontrolling Interest (Income Account) - 12 Months Moving (Refer to your Compustat documentation for item definitions),AM
IncomeStatementQuarterly,UMII12_DC,UMII12_DC,UMII12_DC,Noncontrolling Interest (Income Account) - 12-Mth-Mov DC,UMII12_DC: Noncontrolling Interest (Income Account) - 12 Months Moving Data Code (Refer to your Compustat documentation for item definitions),AM
IncomeStatementQuarterly,UNIAMI12,UNIAMI12,UNIAMI12,Net Income Bef Extraord Items & after Noncontrolling Interest - 12-Mon,UNIAMI12: Net Income Before Extraordinary Items and after Noncontrolling Interest - 12-Months Moving (Refer to your Compustat documentation for item definitions),AM
IncomeStatementQuarterly,UNIAMI12_FN,UNIAMI12_FN,UNIAMI12_FN,Net Income Bef Extraord Items & After Noncontrolling Interest - 12-Mon,UNIAMI12_FN: Net Income before Extraordinary Items And After Noncontrolling Interest - 12-Months Moving Footnote (Refer to your Compustat documentation for item definitions),AM
IncomeStatementQuarterly,UNIAMIQ,UNIAMIQ,UNIAMIQ,Net Income Bef Extraord Items & after Noncontrolling Interest,UNIAMIQ: Net Income Before Extraordinary Items and after Noncontrolling Interest (Refer to your Compustat documentation for item definitions),AM
IncomeStatementQuarterly,UNIAMIQ_DC,UNIAMIQ_DC,UNIAMIQ_DC,Net Income Bef Extraord Items & after Noncontrolling Interest DC,UNIAMIQ_DC: Net Income Before Extraordinary Items and after Noncontrolling Interest Data Code (Refer to your Compustat documentation for item definitions),AM
IncomeStatementQuarterly,UNIAMIQ_FN,UNIAMIQ_FN,UNIAMIQ_FN,Net Income Bef Extraord Items & after Noncontrolling Interest - Utilit,UNIAMIQ_FN: Net Income Before Extraordinary Items and after Noncontrolling Interest - Utility Footnote (Refer to your Compustat documentation for item definitions),AM
IncomeStatementQuarterly,UNIBMIIQ,UNIBMIIQ,UNIBMIIQ,Income Bef Extraord Items & Noncontrolling Interests - Utility Quarter,UNIBMIIQ: Income before Extraordinary Items and Noncontrolling Interests - Utility Quarterly (Refer to your Compustat documentation for item definitions),AM
IncomeStatementQuarterly,UNOPINC12,UNOPINC12,UNOPINC12,Nonoperating Income (Net) - Other - 12-Mth-Mov,UNOPINC12: Nonoperating Income (Net) - Other - 12-Months Moving (Refer to your Compustat documentation for item definitions),AM
IncomeStatementQuarterly,UNOPINC12_DC,UNOPINC12_DC,UNOPINC12_DC,Nonoperating Income (Net) - Other - 12-Mth-Mov DC,UNOPINC12_DC: Nonoperating Income (Net) - Other - 12-Months Moving Data Code (Refer to your Compustat documentation for item definitions),AM
IncomeStatementQuarterly,UNOPINCQ,UNOPINCQ,UNOPINCQ,Nonoperating Income (Net) - Other,UNOPINCQ: Nonoperating Income (Net) - Other (Refer to your Compustat documentation for item definitions),AM
IncomeStatementQuarterly,UNOPINCQ_DC,UNOPINCQ_DC,UNOPINCQ_DC,Nonoperating Income (Net) - Other DC,UNOPINCQ_DC: Nonoperating Income (Net) - Other Data Code (Refer to your Compustat documentation for item definitions),AM
IncomeStatementQuarterly,UNOPINOM12,UNOPINOM12,UNOPINOM12,Nonoperating Income - Miscellaneous Other - 12-Mth-Mov,UNOPINOM12: Nonoperating Income - Miscellaneous Other - 12-Months Moving (Refer to your Compustat documentation for item definitions),AM
IncomeStatementQuarterly,UNOPINOM12_DC,UNOPINOM12_DC,UNOPINOM12_DC,Nonoperating Income - Miscellaneous Other - 12-Mth-Mov DC,UNOPINOM12_DC: Nonoperating Income - Miscellaneous Other - 12-Months Moving Data Code (Refer to your Compustat documentation for item definitions),AM
IncomeStatementQuarterly,UNOPINOMQ,UNOPINOMQ,UNOPINOMQ,Nonoperating Income - Miscellaneous Other,UNOPINOMQ: Nonoperating Income - Miscellaneous Other (Refer to your Compustat documentation for item definitions),AM
IncomeStatementQuarterly,UNOPINOMQ_DC,UNOPINOMQ_DC,UNOPINOMQ_DC,Nonoperating Income - Miscellaneous Other DC,UNOPINOMQ_DC: Nonoperating Income - Miscellaneous Other Data Code (Refer to your Compustat documentation for item definitions),AM
IncomeStatementQuarterly,UNOPIT12,UNOPIT12,UNOPIT12,Nonoperating Income Taxes - Net - 12-Mth-Mov,UNOPIT12: Nonoperating Income Taxes - Net - 12-Months Moving (Refer to your Compustat documentation for item definitions),AM
IncomeStatementQuarterly,UNOPIT12_DC,UNOPIT12_DC,UNOPIT12_DC,Nonoperating Income Taxes - Net - 12-Mth-Mov DC,UNOPIT12_DC: Nonoperating Income Taxes - Net - 12-Months Moving Data Code (Refer to your Compustat documentation for item definitions),AM
IncomeStatementQuarterly,UNOPITN12,UNOPITN12,UNOPITN12,Nonoperating Income (Net) - Total - 12-Mth-Mov,UNOPITN12: Nonoperating Income (Net) - Total - 12-Months Moving (Refer to your Compustat documentation for item definitions),AM
IncomeStatementQuarterly,UNOPITN12_DC,UNOPITN12_DC,UNOPITN12_DC,Nonoperating Income (Net) - Total - 12-Mth-Mov DC,UNOPITN12_DC: Nonoperating Income (Net) - Total - 12-Months Moving Data Code (Refer to your Compustat documentation for item definitions),AM
IncomeStatementQuarterly,UNOPITN12_FN,UNOPITN12_FN,UNOPITN12_FN,Nonoperating Income (Net) - Total - 12-Mth-Mov FN,UNOPITN12_FN: Nonoperating Income (Net) - Total - 12-Months Moving Footnote (Refer to your Compustat documentation for item definitions),AM
IncomeStatementQuarterly,UNOPITNQ,UNOPITNQ,UNOPITNQ,Nonoperating Income (Net) - Total,UNOPITNQ: Nonoperating Income (Net) - Total (Refer to your Compustat documentation for item definitions),AM
IncomeStatementQuarterly,UNOPITNQ_DC,UNOPITNQ_DC,UNOPITNQ_DC,Nonoperating Income (Net) - Total DC,UNOPITNQ_DC: Nonoperating Income (Net) - Total Data Code (Refer to your Compustat documentation for item definitions),AM
IncomeStatementQuarterly,UNOPITNQ_FN,UNOPITNQ_FN,UNOPITNQ_FN,Nonoperating Income (Net) - Total FN,UNOPITNQ_FN: Nonoperating Income (Net) - Total Footnote (Refer to your Compustat documentation for item definitions),AM
IncomeStatementQuarterly,UNOPITQ,UNOPITQ,UNOPITQ,Nonoperating Income Taxes - Net,UNOPITQ: Nonoperating Income Taxes - Net (Refer to your Compustat documentation for item definitions),AM
IncomeStatementQuarterly,UNOPITQ_DC,UNOPITQ_DC,UNOPITQ_DC,Nonoperating Income Taxes - Net DC,UNOPITQ_DC: Nonoperating Income Taxes - Net Data Code (Refer to your Compustat documentation for item definitions),AM
IncomeStatementQuarterly,UOPEOM12,UOPEOM12,UOPEOM12,Operation Expense - Miscellaneous Other - 12-Mth-Mov,UOPEOM12: Operation Expense - Miscellaneous Other - 12-Months Moving (Refer to your Compustat documentation for item definitions),AM
IncomeStatementQuarterly,UOPEOMQ,UOPEOMQ,UOPEOMQ,Operation Expense - Miscellaneous Other,UOPEOMQ: Operation Expense - Miscellaneous Other* (Refer to your Compustat documentation for item definitions),AM
IncomeStatementQuarterly,UOPEOMQ_DC,UOPEOMQ_DC,UOPEOMQ_DC,Operation Expense - Miscellaneous Other DC,UOPEOMQ_DC: Operation Expense - Miscellaneous Other Data Code (Refer to your Compustat documentation for item definitions),AM
IncomeStatementQuarterly,UOPEPS12,UOPEPS12,UOPEPS12,EPS from Operations - 12-Mth-Mov,UOPEPS12: EPS from Operations - 12 Months Moving (Refer to your Compustat documentation for item definitions),AM
IncomeStatementQuarterly,UOPEPS12_FN,UOPEPS12_FN,UOPEPS12_FN,EPS from Operations - 12-Mth-Mov FN,UOPEPS12_FN: EPS from Operations - 12 Months Moving Footnote (Refer to your Compustat documentation for item definitions),AM
IncomeStatementQuarterly,UOPEXPT12,UOPEXPT12,UOPEXPT12,Operation Expense - Utility - 12-Mth-Mov,UOPEXPT12: Operation Expense - Utility - 12-Months Moving (Refer to your Compustat documentation for item definitions),AM
IncomeStatementQuarterly,UOPEXPTQ,UOPEXPTQ,UOPEXPTQ,Operation Expense - Utility,UOPEXPTQ: Operation Expense - Utility (Refer to your Compustat documentation for item definitions),AM
IncomeStatementQuarterly,UOPEXPTQ_DC,UOPEXPTQ_DC,UOPEXPTQ_DC,Operation Expense - Utility - DC,UOPEXPTQ_DC: Operation Expense - Utility - Data Code (Refer to your Compustat documentation for item definitions),AM
IncomeStatementQuarterly,UOPEXT12,UOPEXT12,UOPEXT12,Operation Expense - Total (Income Account) - 12-Mth-Mov,UOPEXT12: Operation Expense - Total (Income Account) - 12-Months Moving (Refer to your Compustat documentation for item definitions),AM
IncomeStatementQuarterly,UOPEXTQ,UOPEXTQ,UOPEXTQ,Operating Expenses - Total,UOPEXTQ: Operating Expenses - Total (Refer to your Compustat documentation for item definitions),AM
IncomeStatementQuarterly,UOPEXTQ_DC,UOPEXTQ_DC,UOPEXTQ_DC,Operating Expenses - Total DC,UOPEXTQ_DC: Operating Expenses - Total Data Code (Refer to your Compustat documentation for item definitions),AM
IncomeStatementQuarterly,UOPI12,UOPI12,UOPI12,Operating Income - Total - 12-Mth-Mov,UOPI12: Operating Income - Total - 12-Months Moving (Refer to your Compustat documentation for item definitions),AM
IncomeStatementQuarterly,UOPIQ,UOPIQ,UOPIQ,Operating Income - Total - Utility,UOPIQ: Operating Income - Total - Utility (Refer to your Compustat documentation for item definitions),AM
IncomeStatementQuarterly,UOPIQ_DC,UOPIQ_DC,UOPIQ_DC,Operating Income - Total - Utility DC,UOPIQ_DC: Operating Income - Total - Utility Data Code (Refer to your Compustat documentation for item definitions),AM
IncomeStatementQuarterly,UOPITT12,UOPITT12,UOPITT12,Operating Income Taxes - Total - 12-Mth-Mov,UOPITT12: Operating Income Taxes - Total - 12-Months Moving (Refer to your Compustat documentation for item definitions),AM
IncomeStatementQuarterly,UOPITT12_DC,UOPITT12_DC,UOPITT12_DC,Operating Income Taxes - Total - 12-Mth-Mov DC,UOPITT12_DC: Operating Income Taxes - Total - 12-Months Moving Data Code (Refer to your Compustat documentation for item definitions),AM
IncomeStatementQuarterly,UOPITT12_FN,UOPITT12_FN,UOPITT12_FN,Operating Income Taxes - Total - 12-Mth-Mov FN,UOPITT12_FN: Operating Income Taxes - Total - 12-Months Moving Footnote (Refer to your Compustat documentation for item definitions),AM
IncomeStatementQuarterly,UOPITTQ,UOPITTQ,UOPITTQ,Operating Income Taxes - Total,UOPITTQ: Operating Income Taxes - Total (Refer to your Compustat documentation for item definitions),AM
IncomeStatementQuarterly,UOPITTQ_DC,UOPITTQ_DC,UOPITTQ_DC,Operating Income Taxes - Total DC,UOPITTQ_DC: Operating Income Taxes - Total Data Code (Refer to your Compustat documentation for item definitions),AM
IncomeStatementQuarterly,UOPITTQ_FN,UOPITTQ_FN,UOPITTQ_FN,Operating Income Taxes - Total FN,UOPITTQ_FN: Operating Income Taxes - Total Footnote (Refer to your Compustat documentation for item definitions),AM
IncomeStatementQuarterly,UOPRE12,UOPRE12,UOPRE12,Operating Revenues - Electric (Income Account) - 12-Mth-Mov,UOPRE12: Operating Revenues - Electric (Income Account) - 12-Months Moving (Refer to your Compustat documentation for item definitions),AM
IncomeStatementQuarterly,UOPRE12_DC,UOPRE12_DC,UOPRE12_DC,Operating Revenues - Electric (Income Account) - 12-Mth-Mov DC,UOPRE12_DC: Operating Revenues - Electric (Income Account) - 12-Months Moving Data Code (Refer to your Compustat documentation for item definitions),AM
IncomeStatementQuarterly,UOPREQ,UOPREQ,UOPREQ,Operating Revenues - Electric (Income Account),UOPREQ: Operating Revenues - Electric (Income Account) (Refer to your Compustat documentation for item definitions),AM
IncomeStatementQuarterly,UOPREQ_DC,UOPREQ_DC,UOPREQ_DC,Operating Revenues - Electric (Income Account) DC,UOPREQ_DC: Operating Revenues - Electric (Income Account) Data Code (Refer to your Compustat documentation for item definitions),AM
IncomeStatementQuarterly,UOPRGWCI12,UOPRGWCI12,UOPRGWCI12,Operating Revenues - Gas/Water (Income Account) - 12-Mth-Mov,UOPRGWCI12: Operating Revenues - Gas/Water (Income Account) - 12-Months Moving (Refer to your Compustat documentation for item definitions),AM
IncomeStatementQuarterly,UOPRGWCI12_DC,UOPRGWCI12_DC,UOPRGWCI12_DC,Operating Revenues - Gas/Water (Income Account) - 12-Mth-Mov DC,UOPRGWCI12_DC: Operating Revenues - Gas/Water (Income Account) - 12-Months Moving Data Code (Refer to your Compustat documentation for item definitions),AM
IncomeStatementQuarterly,UOPRGWCIQ,UOPRGWCIQ,UOPRGWCIQ,Operating Revenues - Gas/Water (Income Account),UOPRGWCIQ: Operating Revenues - Gas/Water (Income Account) (Refer to your Compustat documentation for item definitions),AM
IncomeStatementQuarterly,UOPRGWCIQ_DC,UOPRGWCIQ_DC,UOPRGWCIQ_DC,Operating Revenues - Gas/Water (Income Account) DC,UOPRGWCIQ_DC: Operating Revenues - Gas/Water (Income Account) Data Code (Refer to your Compustat documentation for item definitions),AM
IncomeStatementQuarterly,UOPROI12,UOPROI12,UOPROI12,Operating Revenues - Other (Income Account) - 12-Mth-Mov,UOPROI12: Operating Revenues - Other (Income Account) - 12-Months Moving (Refer to your Compustat documentation for item definitions),AM
IncomeStatementQuarterly,UOPROI12_DC,UOPROI12_DC,UOPROI12_DC,Operating Revenues - Other (Income Account) - 12-Mth-Mov DC,UOPROI12_DC: Operating Revenues - Other (Income Account) - 12-Months Moving Data Code (Refer to your Compustat documentation for item definitions),AM
IncomeStatementQuarterly,UOPROI12_FN,UOPROI12_FN,UOPROI12_FN,Operating Revenues - Other (Income Account) - 12-Mth-Mov FN,UOPROI12_FN: Operating Revenues - Other (Income Account) - 12-Months Moving Footnote (Refer to your Compustat documentation for item definitions),AM
IncomeStatementQuarterly,UOPROIQ,UOPROIQ,UOPROIQ,Operating Revenues - Other (Income Account),UOPROIQ: Operating Revenues - Other (Income Account) (Refer to your Compustat documentation for item definitions),AM
IncomeStatementQuarterly,UOPROIQ_DC,UOPROIQ_DC,UOPROIQ_DC,Operating Revenues - Other (Income Account) DC,UOPROIQ_DC: Operating Revenues - Other (Income Account) Data Code (Refer to your Compustat documentation for item definitions),AM
IncomeStatementQuarterly,UOPROIQ_FN,UOPROIQ_FN,UOPROIQ_FN,Operating Revenues - Other (Income Account) FN,UOPROIQ_FN: Operating Revenues - Other (Income Account) Footnote (Refer to your Compustat documentation for item definitions),AM
IncomeStatementQuarterly,UPDVP12,UPDVP12,UPDVP12,Preference Dividend Requirements - 12-Mth-Mov,UPDVP12: Preference Dividend Requirements - 12-Months Moving (Refer to your Compustat documentation for item definitions),AM
IncomeStatementQuarterly,UPDVP12_DC,UPDVP12_DC,UPDVP12_DC,Preference Dividend Requirements - 12-Mth-Mov DC,UPDVP12_DC: Preference Dividend Requirements - 12-Months Moving Data Code (Refer to your Compustat documentation for item definitions),AM
IncomeStatementQuarterly,UPDVPQ,UPDVPQ,UPDVPQ,Preference Dividend Requirements - Utility,UPDVPQ: Preference Dividend Requirements - Utility (Refer to your Compustat documentation for item definitions),AM
IncomeStatementQuarterly,UPDVPQ_DC,UPDVPQ_DC,UPDVPQ_DC,Preference Dividend Requirements - Utility DC,UPDVPQ_DC: Preference Dividend Requirements - Utility Data Code (Refer to your Compustat documentation for item definitions),AM
IncomeStatementQuarterly,USALE12,USALE12,USALE12,Operating Revenues - Total (Income Account) - 12-Mth-Mov,USALE12: Operating Revenues - Total (Income Account) - 12 Months Moving (Refer to your Compustat documentation for item definitions),AM
IncomeStatementQuarterly,USALE12_FN,USALE12_FN,USALE12_FN,Operating Revenues - Total (Income Account) - 12-Mth-Mov FN,USALE12_FN: Operating Revenues - Total (Income Account) - 12 Months Moving Footnote (Refer to your Compustat documentation for item definitions),AM
IncomeStatementQuarterly,USALEETQ,USALEETQ,USALEETQ,Sales - Electric - Total,USALEETQ: Sales - Electric - Total (Refer to your Compustat documentation for item definitions),AM
IncomeStatementQuarterly,USALEETQ_DC,USALEETQ_DC,USALEETQ_DC,Sales - Electric - Total DC,USALEETQ_DC: Sales - Electric - Total Data Code (Refer to your Compustat documentation for item definitions),AM
IncomeStatementQuarterly,USALEGWTQ,USALEGWTQ,USALEGWTQ,Sales - Gas - Total; Sales - Water - Total,USALEGWTQ: Sales - Gas - Total; Sales - Water - Total (Refer to your Compustat documentation for item definitions),AM
IncomeStatementQuarterly,USALEGWTQ_DC,USALEGWTQ_DC,USALEGWTQ_DC,Sales - Gas - Total; Sales - Water - Total DC,USALEGWTQ_DC: Sales - Gas - Total; Sales - Water - Total Data Code (Refer to your Compustat documentation for item definitions),AM
IncomeStatementQuarterly,USPI12,USPI12,USPI12,Special Items - 12-Mth-Mov,USPI12: Special Items - 12-Months Moving (Refer to your Compustat documentation for item definitions),AM
IncomeStatementQuarterly,USPI12_DC,USPI12_DC,USPI12_DC,Special Items - 12-Mth-Mov DC,USPI12_DC: Special Items - 12-Months Moving Data Code (Refer to your Compustat documentation for item definitions),AM
IncomeStatementQuarterly,USPINOQ,USPINOQ,USPINOQ,Special Items in Non-Operating income,USPINOQ: Special Items in Non-Operating income (Refer to your Compustat documentation for item definitions),AM
IncomeStatementQuarterly,USPINOQ_DC,USPINOQ_DC,USPINOQ_DC,Special Items in Non-Operating income - DC,USPINOQ_DC: Special Items in Non-Operating income - Data Code (Refer to your Compustat documentation for item definitions),AM
IncomeStatementQuarterly,USPIQ,USPIQ,USPIQ,Special Items - Utility,USPIQ: Special Items - Utility (Refer to your Compustat documentation for item definitions),AM
IncomeStatementQuarterly,USPIQ_DC,USPIQ_DC,USPIQ_DC,Special Items - Utility DC,USPIQ_DC: Special Items - Utility Data Code (Refer to your Compustat documentation for item definitions),AM
IncomeStatementQuarterly,USUBDVP12,USUBDVP12,USUBDVP12,Subsidiary Preferred Dividends - 12-Mth-Mov,USUBDVP12: Subsidiary Preferred Dividends - 12-Months Moving (Refer to your Compustat documentation for item definitions),AM
IncomeStatementQuarterly,USUBDVP12_DC,USUBDVP12_DC,USUBDVP12_DC,Subsidiary Preferred Dividends - 12-Mth-Mov DC,USUBDVP12_DC: Subsidiary Preferred Dividends - 12-Months Moving Data Code (Refer to your Compustat documentation for item definitions),AM
IncomeStatementQuarterly,USUBDVPQ,USUBDVPQ,USUBDVPQ,Subsidiary Preferred Dividends - Utility,USUBDVPQ: Subsidiary Preferred Dividends - Utility (Refer to your Compustat documentation for item definitions),AM
IncomeStatementQuarterly,USUBDVPQ_DC,USUBDVPQ_DC,USUBDVPQ_DC,Subsidiary Preferred Dividends - Utility DC,USUBDVPQ_DC: Subsidiary Preferred Dividends - Utility Data Code (Refer to your Compustat documentation for item definitions),AM
IncomeStatementQuarterly,UTEMQ,UTEMQ,UTEMQ,Maintenance Expense - Total,UTEMQ: Maintenance Expense - Total (Refer to your Compustat documentation for item definitions),AM
IncomeStatementQuarterly,UTEMQ_DC,UTEMQ_DC,UTEMQ_DC,Maintenance Expense - Total DC,UTEMQ_DC: Maintenance Expense - Total Data Code (Refer to your Compustat documentation for item definitions),AM
IncomeStatementQuarterly,UTME12,UTME12,UTME12,Maintenance Expense - Total - 12-Mth-Mov,UTME12: Maintenance Expense - Total - 12-Months Moving (Refer to your Compustat documentation for item definitions),AM
IncomeStatementQuarterly,UTME12_DC,UTME12_DC,UTME12_DC,Maintenance Expense - Total - 12-Mth-Mov DC,UTME12_DC: Maintenance Expense - Total - 12-Months Moving Data Code (Refer to your Compustat documentation for item definitions),AM
IncomeStatementQuarterly,UTXDI12,UTXDI12,UTXDI12,Deferred Income Taxes - Net (Income Account) - 12-Mth-Mov,UTXDI12: Deferred Income Taxes - Net (Income Account) - 12-Months Moving (Refer to your Compustat documentation for item definitions),AM
IncomeStatementQuarterly,UTXDI12_DC,UTXDI12_DC,UTXDI12_DC,Deferred Income Taxes - Net (Income Account) - 12-Mth-Mov DC,UTXDI12_DC: Deferred Income Taxes - Net (Income Account) - 12-Months Moving Data Code (Refer to your Compustat documentation for item definitions),AM
IncomeStatementQuarterly,UTXDIQ,UTXDIQ,UTXDIQ,Deferred Income Taxes - Net (Income Account),UTXDIQ: Deferred Income Taxes - Net (Income Account) (Refer to your Compustat documentation for item definitions),AM
IncomeStatementQuarterly,UTXDIQ_DC,UTXDIQ_DC,UTXDIQ_DC,Deferred Income Taxes - Net (Income Account) DC,UTXDIQ_DC: Deferred Income Taxes - Net (Income Account) Data Code (Refer to your Compustat documentation for item definitions),AM
IncomeStatementQuarterly,UTXFED12,UTXFED12,UTXFED12,Current Taxes - Federal (Operating) - 12-Mth-Mov,UTXFED12: Current Taxes - Federal (Operating) - 12 Months Moving (Refer to your Compustat documentation for item definitions),AM
IncomeStatementQuarterly,UTXFEDQ,UTXFEDQ,UTXFEDQ,Current Taxes - Federal (Operating),UTXFEDQ: Current Taxes - Federal (Operating) (Refer to your Compustat documentation for item definitions),AM
IncomeStatementQuarterly,UTXFEDQ_DC,UTXFEDQ_DC,UTXFEDQ_DC,Current Taxes - Federal (Operating) DC,UTXFEDQ_DC: Current Taxes - Federal (Operating) Data Code (Refer to your Compustat documentation for item definitions),AM
IncomeStatementQuarterly,UTXS12,UTXS12,UTXS12,Current Taxes - State (Operating) - 12-Mth-Mov,UTXS12: Current Taxes - State (Operating) - 12 Months Moving (Refer to your Compustat documentation for item definitions),AM
IncomeStatementQuarterly,UTXS12_DC,UTXS12_DC,UTXS12_DC,Current Taxes - State (Operating) - 12-Mth-Mov DC,UTXS12_DC: Current Taxes - State (Operating) - 12 Months Moving Data Code (Refer to your Compustat documentation for item definitions),AM
IncomeStatementQuarterly,UTXSQ,UTXSQ,UTXSQ,Current Taxes - State (Operating),UTXSQ: Current Taxes - State (Operating) (Refer to your Compustat documentation for item definitions),AM
IncomeStatementQuarterly,UTXSQ_DC,UTXSQ_DC,UTXSQ_DC,Current Taxes - State (Operating) DC,UTXSQ_DC: Current Taxes - State (Operating) Data Code (Refer to your Compustat documentation for item definitions),AM
IncomeStatementQuarterly,UTXTO12,UTXTO12,UTXTO12,Taxes - Other Than Income Taxes - Total - 12-Mth-Mov,UTXTO12: Taxes - Other Than Income Taxes - Total - 12-Months Moving (Refer to your Compustat documentation for item definitions),AM
IncomeStatementQuarterly,UTXTO12_DC,UTXTO12_DC,UTXTO12_DC,Taxes - Other Than Income Taxes - Total - 12-Mth-Mov DC,UTXTO12_DC: Taxes - Other Than Income Taxes - Total - 12-Months Moving Data Code (Refer to your Compustat documentation for item definitions),AM
IncomeStatementQuarterly,UTXTO12_FN,UTXTO12_FN,UTXTO12_FN,Taxes - Other Than Income Taxes - Total - 12-Mth-Mov FN,UTXTO12_FN: Taxes - Other Than Income Taxes - Total - 12-Months Moving Footnote (Refer to your Compustat documentation for item definitions),AM
IncomeStatementQuarterly,UTXTOQ,UTXTOQ,UTXTOQ,Taxes - Other Than Income Taxes - Total,UTXTOQ: Taxes - Other Than Income Taxes - Total (Refer to your Compustat documentation for item definitions),AM
IncomeStatementQuarterly,UTXTOQ_DC,UTXTOQ_DC,UTXTOQ_DC,Taxes - Other Than Income Taxes - Total DC,UTXTOQ_DC: Taxes - Other Than Income Taxes - Total Data Code (Refer to your Compustat documentation for item definitions),AM
IncomeStatementQuarterly,UTXTOQ_FN,UTXTOQ_FN,UTXTOQ_FN,Taxes - Other Than Income Taxes - Total FN,UTXTOQ_FN: Taxes - Other Than Income Taxes - Total Footnote (Refer to your Compustat documentation for item definitions),AM
IncomeStatementQuarterly,UXIDO12,UXIDO12,UXIDO12,Extraord Items & Discontinued Operations - 12-Mth-Mov,UXIDO12: Extraordinary Items and Discontinued Operations - 12 Months Moving (Refer to your Compustat documentation for item definitions),AM
